Tid=meas,PowerA=calc,PowerB=calc,PowerC=calc,PowerD=calc,Ts=calc,W_=meas,A_=meas,S_=meas,D_=meas
start_tidspunkt=1586725195.627951
7.177968978881836,0,50,0,0,0.09116697311401367,0,1,0,0
7.266494035720825,0,50,0,0,0.08852505683898926,0,1,0,0
7.35551118850708,0,50,0,0,0.08901715278625488,0,1,0,0
7.444111108779907,0,50,0,0,0.08859992027282715,0,1,0,0
7.538463115692139,0,50,0,0,0.09435200691223145,0,1,0,0
7.627515077590942,0,50,0,0,0.08905196189880371,0,1,0,0
7.713968992233276,0,50,0,0,0.08645391464233398,0,1,0,0
7.803467988967896,0,50,0,0,0.08949899673462003,0,1,0,0
7.890077114105225,0,50,0,0,0.08660912513732821,0,1,0,0
7.982379198074341,0,50,0,0,0.09230208396911621,0,1,0,0
8.06893801689148,0,50,0,0,0.08655881881713867,0,1,0,0
8.156366109848022,0,50,0,0,0.08742809295654297,0,1,0,0
8.243281126022339,0,50,0,0,0.0869150161743164,0,1,0,0
8.336359024047852,0,50,0,0,0.0930778980255127,0,1,0,0
8.42678713798523,0,50,0,0,0.09042811393737793,0,1,0,0
8.514921188354492,0,50,0,0,0.0881340503692627,0,1,0,0
8.60735011100769,0,50,0,0,0.09242892265319824,0,1,0,0
8.698007106781006,0,50,0,0,0.09065699577331543,0,1,0,0
8.788451194763184,0,50,0,0,0.09044408798217773,0,1,0,0
8.874490022659302,0,50,0,0,0.08603882789611816,0,1,0,0
8.972913980484009,0,50,0,0,0.09842395782470703,0,1,0,0
9.059859991073608,0,50,0,0,0.08694601058959961,0,1,0,0
9.152160167694092,0,50,0,0,0.0923001766204834,0,1,0,0
9.237368106842041,0,50,0,0,0.08520793914794922,0,1,0,0
9.32242202758789,0,0,0,0,0.08505392074584961,0,0,0,0
9.4098801612854,0,0,0,0,0.08745813369750977,0,0,0,0
9.491101026535034,0,0,0,0,0.08122086524963379,0,0,0,0
9.580060005187988,0,0,0,0,0.0889589786529541,0,0,0,0
9.66083312034607,0,0,0,0,0.08077311515808105,0,0,0,0
9.744616985321045,0,0,0,0,0.08378386497497559,0,0,0,0
9.828111171722412,0,0,0,0,0.08349418640136719,0,0,0,0
9.907225131988525,0,0,0,0,0.07911396026611328,0,0,0,0
9.994662046432495,0,0,0,0,0.08743691444396973,0,0,0,0
10.08288717269898,0,0,0,0,0.08822512626648482,0,0,0,0
10.17405915260315,0,0,0,0,0.09117197990416948,0,0,0,0
10.25390815734863,0,0,0,0,0.07984900474547985,0,0,0,0
10.34274411201477,0,0,0,0,0.08883595466614125,0,0,0,0
10.4283390045166,0,0,0,0,0.08559489250182928,0,0,0,0
10.5125470161438,0,0,0,0,0.08420801162720082,0,0,0,0
10.59458112716675,0,0,0,0,0.08203411102294922,0,0,0,0
10.67274117469788,0,0,0,0,0.0781600475311297,0,0,0,0
10.7653181552887,50,50,0,50,0.09257698059082031,1,1,0,1
10.86236214637756,50,50,50,50,0.09704399108886008,1,1,1,1
10.96041607856751,50,50,50,50,0.09805393218995029,1,1,1,1
11.05648899078369,50,50,50,50,0.09607291221617942,1,1,1,1
11.1565580368042,50,50,50,50,0.10006904602050959,1,1,1,1
11.26312708854675,50,50,50,50,0.10656905174255016,1,1,1,1
11.38539218902588,50,50,50,50,0.1222651004791313,1,1,1,1
11.49445509910584,50,50,50,50,0.10906291007995961,1,1,1,1
11.6011860370636,50,50,50,50,0.10673093795776012,1,1,1,1
11.69710516929626,50,50,50,50,0.09591913223265891,1,1,1,1
11.79662108421326,50,50,50,50,0.09951591491700107,1,1,1,1
11.89299011230469,50,50,50,50,0.09636902809142889,1,1,1,1
11.99463605880737,50,50,50,50,0.10164594650268022,1,1,1,1
12.09518313407898,50,50,50,50,0.10054707527161,1,1,1,1
12.19318413734436,50,50,50,50,0.09800100326538086,1,1,1,1
12.29307007789612,50,50,50,50,0.09988594055175959,1,1,1,1
12.39649820327759,50,50,50,50,0.10342812538146973,1,1,1,1
12.50133514404297,50,50,50,50,0.10483694076538086,1,1,1,1
12.59786319732666,50,50,50,50,0.09652805328368963,1,1,1,1
12.69586420059204,50,50,50,50,0.09800100326537908,1,1,1,1
12.79508018493652,0,50,0,0,0.09921598434448065,0,1,0,0
12.87800002098084,0,0,0,0,0.0829198360443204,0,0,0,0
12.96242618560791,0,0,0,0,0.08442616462706987,0,0,0,0
13.04430818557739,0,0,0,0,0.08188199996948065,0,0,0,0
13.13018798828125,0,0,0,0,0.0858798027038592,0,0,0,0
13.21463704109192,0,0,0,0,0.08444905281067072,0,0,0,0
13.29527521133423,0,0,0,0,0.08063817024230957,0,0,0,0
13.37646007537842,0,0,0,0,0.08118486404418945,0,0,0,0
13.46256518363953,0,0,0,0,0.08610510826111017,0,0,0,0
13.55310416221619,0,0,0,0,0.09053897857666016,0,0,0,0
13.63510203361511,0,0,0,0,0.08199787139892045,0,0,0,0
13.71495199203491,0,0,0,0,0.0798499584197998,0,0,0,0
13.79896306991577,0,0,0,0,0.08401107788085938,0,0,0,0
13.88048815727234,0,0,0,0,0.08152508735657094,0,0,0,0
13.97195219993591,0,0,0,0,0.09146404266356889,0,0,0,0
14.05450820922852,0,0,0,0,0.08255600929260964,0,0,0,0
14.13444709777832,0,0,0,0,0.07993888854980113,0,0,0,0
14.21434712409973,0,0,0,0,0.07990002632140936,0,0,0,0
14.29577398300171,0,0,0,0,0.08142685890198109,0,0,0,0
14.38523507118225,0,0,0,0,0.08946108818053844,0,0,0,0
14.47212409973145,0,0,0,0,0.08688902854920144,0,0,0,0
14.55347204208374,0,0,0,0,0.08134794235228959,0,0,0,0
14.63752603530884,0,0,0,0,0.08405399322509943,0,0,0,0
14.71805715560913,0,0,0,0,0.08053112030029119,0,0,0,0
14.80658912658692,0,0,0,0,0.08853197097778853,0,0,0,0
14.88832211494446,0,0,0,0,0.08173298835754039,0,0,0,0
14.97196817398071,0,0,0,0,0.08364605903624955,0,0,0,0
15.05341219902039,0,0,0,0,0.08144402503967996,0,0,0,0
15.15407109260559,0,0,0,0,0.10065889358520153,0,0,0,0
15.23411202430725,0,0,0,0,0.08004093170165838,0,0,0,0
15.31522607803345,0,0,0,0,0.08111405372620162,0,0,0,0
15.39433908462525,0,0,0,0,0.07911300659179865,0,0,0,0
15.48396420478821,0,0,0,0,0.08962512016296031,0,0,0,0
15.57225608825684,0,0,0,0,0.0882918834686297,0,0,0,0
15.65350317955017,0,0,0,0,0.08124709129332963,0,0,0,0
15.73543119430542,0,0,0,0,0.0819280147552508,0,0,0,0
15.81681704521179,0,0,0,0,0.0813858509063703,0,0,0,0
15.900062084198,0,0,0,0,0.08324503898620961,0,0,0,0
15.98719215393066,0,0,0,0,0.08713006973266069,0,0,0,0
16.06799411773682,0,0,0,0,0.08080196380615945,0,0,0,0
16.15207099914551,0,0,0,0,0.0840768814086914,0,0,0,0
16.23043298721313,0,0,0,0,0.07836198806761985,0,0,0,0
16.31336808204651,0,0,0,0,0.08293509483337758,0,0,0,0
16.40320205688477,0,0,0,0,0.08983397483826039,0,0,0,0
16.48638820648193,0,0,0,0,0.08318614959716086,0,0,0,0
16.57113409042358,0,0,0,0,0.08474588394165039,0,0,0,0
16.65253710746765,0,0,0,0,0.08140301704407094,0,0,0,0
