Tid=meas,PowerA=calc,PowerD=calc,A_=meas,Ts=calc,W_=meas,PowerB=calc,PowerC=calc,D_=meas,S_=meas
start_tidspunkt=1586728944.278319
6.93216609954834,0,50,0,0.08932089805603027,0,0,0,1,0
7.019185066223145,0,50,0,0.08701896667480469,0,0,0,1,0
7.101516008377075,0,50,0,0.08233094215393066,0,0,0,1,0
7.190073013305664,0,50,0,0.08855700492858887,0,0,0,1,0
7.282222032546997,0,50,0,0.09214901924133301,0,0,0,1,0
7.36944317817688,0,50,0,0.08722114562988281,0,0,0,1,0
7.454981088638306,0,50,0,0.08553791046142578,0,0,0,1,0
7.545042037963867,0,50,0,0.09006094932556152,0,0,0,1,0
7.629345178604126,0,50,0,0.08430314064025879,0,0,0,1,0
7.722047090530396,0,50,0,0.09270191192626953,0,0,0,1,0
7.810643196105957,0,50,0,0.08859610557556152,0,0,0,1,0
7.897838115692139,0,50,0,0.08719491958618164,0,0,0,1,0
7.987373113632202,0,50,0,0.08953499794006348,0,0,0,1,0
8.081472158432007,0,50,0,0.09409904479980469,0,0,0,1,0
8.168678998947144,50,0,0,0.08720684051513672,1,0,0,0,0
8.254824161529541,50,0,0,0.08614516258239746,1,0,0,0,0
8.345325231552124,50,0,0,0.09050107002258301,1,0,0,0,0
8.432691097259521,50,0,0,0.08736586570739746,1,0,0,0,0
8.530033111572266,50,0,0,0.09734201431274414,1,0,0,0,0
8.613896131515503,50,0,0,0.0838630199432373,1,0,0,0,0
8.700999021530151,50,0,0,0.08710289001464844,1,0,0,0,0
8.790725231170654,50,0,0,0.08972620964050293,1,0,0,0,0
8.89089822769165,50,0,0,0.1001729965209961,1,0,0,0,0
8.973894119262695,50,0,0,0.08299589157104492,1,0,0,0,0
9.061060190200806,50,0,0,0.08716607093811035,1,0,0,0,0
9.146966218948364,50,0,0,0.08590602874755859,1,0,0,0,0
9.233703136444092,50,0,0,0.08673691749572754,1,0,0,0,0
9.327706098556519,50,0,0,0.09400296211242676,1,0,0,0,0
9.419085025787354,50,0,0,0.09137892723083496,1,0,0,0,0
9.519772052764893,50,0,0,0.1006870269775391,1,0,0,0,0
9.621055126190186,50,0,0,0.101283073425293,1,0,0,0,0
9.734803199768066,0,0,0,0.1137480735778809,0,0,50,0,1
9.835301160812378,0,0,0,0.1004979610443115,0,0,50,0,1
9.923875093460083,0,0,0,0.08857393264770508,0,0,50,0,1
10.01274800300598,0,0,0,0.08887290954589844,0,0,50,0,1
10.10505223274231,0,0,0,0.09230422973632813,0,0,50,0,1
10.19052600860596,0,0,0,0.08547377586364746,0,0,50,0,1
10.28223609924316,0,0,0,0.09171009063720703,0,0,50,0,1
10.36862516403198,0,0,0,0.08638906478881836,0,0,50,0,1
10.45763921737671,0,0,0,0.08901405334472656,0,0,50,0,1
10.55253505706787,0,0,0,0.09489583969116211,0,0,50,0,1
10.64165210723877,0,0,0,0.08911705017089844,0,0,50,0,1
10.73100209236145,0,0,0,0.08934998512268066,0,0,50,0,1
10.82053518295288,0,0,0,0.08953309059143066,0,0,50,0,1
10.9169430732727,0,0,0,0.09640789031982422,0,0,50,0,1
10.99905800819397,0,0,0,0.08211493492126465,0,0,0,0,0
11.08473706245422,0,0,0,0.08567905426025391,0,0,0,0,0
11.18921422958374,0,0,0,0.1044771671295166,0,0,0,0,0
11.2857780456543,0,0,0,0.09656381607055664,0,0,0,0,0
11.36929702758789,0,0,0,0.08351898193359375,0,0,0,0,0
11.45011305809021,0,0,0,0.08081603050231934,0,0,0,0,0
11.53115010261536,0,0,0,0.08103704452514648,0,0,0,0,0
11.62936806678772,0,0,0,0.09821796417236328,0,0,0,0,0
11.7166440486908,0,0,0,0.08727598190307617,0,0,0,0,0
11.80376315116882,0,0,0,0.08711910247802734,0,0,0,0,0
11.89352011680603,0,0,0,0.08975696563720703,0,0,0,0,0
11.97736811637878,0,0,0,0.08384799957275391,0,0,0,0,0
12.05870699882508,0,0,0,0.08133888244628906,0,0,0,0,0
12.14739203453064,0,0,0,0.08868503570556641,0,0,0,0,0
12.22999215126038,0,0,0,0.08260011672973633,0,0,0,0,0
12.31389617919922,0,0,0,0.08390402793884277,0,0,50,0,1
12.40184807777405,0,0,0,0.0879518985748291,0,0,50,0,1
12.49486112594605,0,0,0,0.09301304817199707,0,0,50,0,1
12.58344507217407,0,0,0,0.08858394622802734,0,0,50,0,1
12.67064905166626,0,0,0,0.0872039794921875,0,0,50,0,1
12.75721907615662,0,0,0,0.08657002449035645,0,0,50,0,1
12.84489607810974,0,0,0,0.087677001953125,0,0,50,0,1
12.94696116447449,0,0,0,0.1020650863647461,0,0,50,0,1
13.03005123138428,0,0,0,0.08309006690979004,0,0,0,0,0
13.11454200744629,0,0,0,0.08449077606201172,0,0,0,0,0
13.19646406173706,0,0,0,0.08192205429077148,0,0,0,0,0
13.28877019882202,0,0,0,0.09230613708496094,0,0,0,0,0
13.3706521987915,0,0,0,0.08188199996948242,0,0,0,0,0
13.45116710662842,0,0,0,0.08051490783691406,0,0,0,0,0
13.53376817703247,0,0,0,0.08260107040405273,0,0,0,0,0
13.61499500274658,0,0,0,0.08122682571411133,0,0,0,0,0
13.69998407363892,0,0,0,0.08498907089233398,0,0,0,0,0
13.78106212615967,0,0,0,0.08107805252075195,0,0,0,0,0
13.86168503761292,0,0,0,0.08062291145324707,0,0,0,0,0
13.95059418678284,0,0,0,0.08890914916992188,0,0,0,0,0
14.03109216690064,0,0,0,0.08049798011779785,0,0,0,0,0
14.11747908592224,0,0,0,0.08638691902160645,0,0,0,0,0
14.19886302947998,0,0,0,0.08138394355773926,0,0,0,0,0
14.28154611587525,0,0,0,0.08268308639526367,0,0,0,0,0
14.37401604652405,0,0,0,0.09246993064880371,0,0,0,0,0
14.4747200012207,0,0,0,0.1007039546966553,0,0,0,0,0
14.56255316734314,0,0,0,0.08783316612243652,0,0,0,0,0
14.64529609680176,0,0,0,0.08274292945861816,0,0,0,0,0
14.73527908325195,0,0,0,0.08998298645019531,0,0,0,0,0
14.81792020797729,0,0,0,0.0826411247253418,0,0,0,0,0
14.90934205055237,0,0,0,0.09142184257507324,0,0,0,0,0
14.99305820465088,0,0,0,0.08371615409851074,0,0,0,0,0
15.07661008834839,0,0,0,0.08355188369750977,0,0,0,0,0
15.15920805931091,0,0,0,0.08259797096252441,0,0,50,0,1
15.24750423431397,0,0,0,0.08829617500305176,0,0,50,0,1
15.34128618240357,0,0,0,0.09378194808959961,0,0,50,0,1
15.43008422851563,0,0,0,0.08879804611206055,0,0,50,0,1
15.51780319213867,0,0,0,0.08771896362304688,0,0,50,0,1
15.60884714126587,0,0,0,0.09104394912719727,0,0,50,0,1
15.7012882232666,0,0,0,0.09244108200073242,0,0,50,0,1
15.78765606880188,0,0,0,0.08636784553527832,0,0,0,0,0
15.87309122085571,0,50,0,0.08543515205383301,0,0,0,1,0
15.9692120552063,0,50,0,0.09612083435058594,0,0,0,1,0
16.05757904052735,0,50,0,0.08836698532104492,0,0,0,1,0
16.14967322349548,0,50,0,0.09209418296813965,0,0,0,1,0
16.24140214920044,0,50,0,0.09172892570495605,0,0,0,1,0
16.33023500442505,0,50,0,0.08883285522460938,0,0,0,1,0
16.41580700874329,0,50,0,0.0855720043182373,0,0,0,1,0
16.5113251209259,0,50,0,0.09551811218261719,0,0,0,1,0
16.60982012748718,0,50,1,0.0984950065612793,0,50,0,1,0
16.69699716567993,0,0,1,0.08717703819274902,0,50,0,0,0
16.79355907440186,0,0,1,0.09656190872192383,0,50,0,0,0
16.88079714775085,0,0,1,0.08723807334899902,0,50,0,0,0
16.97890210151672,0,0,1,0.09810495376586914,0,50,0,0,0
17.06997323036194,0,0,1,0.09107112884521484,0,50,0,0,0
17.15940999984741,50,0,0,0.08943676948547363,1,0,0,0,0
17.24935913085938,50,0,0,0.08994913101196289,1,0,0,0,0
17.34140014648438,50,0,0,0.092041015625,1,0,0,0,0
17.43188500404358,50,0,0,0.0904848575592041,1,0,0,0,0
17.5194730758667,50,0,0,0.08758807182312012,1,0,0,0,0
17.60756206512451,0,50,0,0.0880889892578125,0,0,0,1,0
17.70454621315003,0,50,0,0.0969841480255127,0,0,0,1,0
17.80513000488281,0,0,0,0.1005837917327881,0,0,50,0,1
17.90992522239685,0,0,0,0.1047952175140381,0,0,50,0,1
18.01787614822388,0,0,1,0.1079509258270264,0,50,0,0,0
18.12939715385437,0,0,1,0.1115210056304932,0,50,0,0,0
18.22052001953125,50,0,0,0.09112286567687988,1,0,0,0,0
18.31172704696655,0,50,0,0.09120702743530273,0,0,0,1,0
18.40222716331482,0,50,0,0.0905001163482666,0,0,50,1,1
18.49376201629639,0,0,0,0.09153485298156738,0,0,50,0,1
18.58993220329285,0,0,1,0.09617018699645996,0,50,0,0,0
18.67774510383606,0,0,1,0.08781290054321289,0,50,0,0,0
18.76788401603699,50,0,0,0.09013891220092773,1,0,0,0,0
18.85823106765747,0,50,0,0.0903470516204834,0,0,0,1,0
18.95999217033386,50,50,0,0.1017611026763916,1,0,0,1,0
19.056636095047,50,0,1,0.09664392471313477,1,50,0,0,0
19.14730310440063,0,0,1,0.0906670093536377,0,50,0,0,0
19.23894810676575,0,50,1,0.0916450023651123,0,50,0,1,0
19.3351092338562,0,50,1,0.0961611270904541,0,50,0,1,0
19.42820000648499,0,50,0,0.09309077262878418,0,0,0,1,0
19.51461720466614,0,50,0,0.08641719818115234,0,0,0,1,0
19.60990500450134,0,0,1,0.09528779983520508,0,50,0,0,0
19.69948816299438,0,50,0,0.08958315849304199,0,0,0,1,0
19.80007815361023,0,0,1,0.1005899906158447,0,50,0,0,0
19.89371418952942,0,0,1,0.09363603591918945,0,50,0,0,0
19.98693704605103,0,50,0,0.09322285652160645,0,0,0,1,0
20.0779812335968,0,50,0,0.09104418754577637,0,0,0,1,0
20.17347717285156,0,50,1,0.09549593925476074,0,50,0,1,0
20.26377010345459,0,50,0,0.09029293060302734,0,0,0,1,0
20.35333204269409,0,50,0,0.08956193923950195,0,0,0,1,0
20.4400532245636,0,50,0,0.08672118186950684,0,0,0,1,0
20.53785109519958,0,50,1,0.09779787063598633,0,50,0,1,0
20.63532900810242,0,0,1,0.09747791290283203,0,50,0,0,0
20.7236921787262,0,50,0,0.0883631706237793,0,0,0,1,0
20.8088231086731,0,0,0,0.08513092994689941,0,0,0,0,0
20.89892506599426,0,50,0,0.09010195732116699,0,0,0,1,0
20.99718117713928,0,0,1,0.09825611114501953,0,50,0,0,0
21.08663320541382,0,0,1,0.08945202827453613,0,50,0,0,0
21.1765022277832,0,50,0,0.08986902236938477,0,0,0,1,0
21.26190519332886,0,0,0,0.0854029655456543,0,0,0,0,0
21.349454164505,0,0,0,0.08754897117614746,0,0,0,0,0
21.43147110939026,0,0,0,0.08201694488525391,0,0,0,0,0
21.5140631198883,0,0,0,0.08259201049804688,0,0,0,0,0
21.59998321533203,50,0,0,0.08592009544372559,1,0,0,0,0
21.71886110305786,0,0,0,0.1188778877258301,0,0,0,0,0
21.82459211349487,50,0,0,0.1057310104370117,1,0,0,0,0
21.9099760055542,50,0,0,0.08538389205932617,1,0,0,0,0
22.00121021270752,50,0,0,0.09123420715332031,1,0,0,0,0
22.08518123626709,0,0,0,0.08397102355957031,0,0,0,0,0
22.18023920059204,50,0,0,0.09505796432495117,1,0,0,0,0
22.26742911338806,50,0,0,0.08718991279602051,1,0,0,0,0
22.35270118713379,50,0,0,0.08527207374572754,1,0,0,0,0
22.43794822692871,0,0,0,0.08524703979492188,0,0,0,0,0
22.52984714508057,50,0,0,0.09189891815185547,1,0,0,0,0
22.62258505821228,0,0,0,0.09273791313171387,0,0,0,0,0
22.77112102508545,50,0,0,0.1485359668731689,1,0,0,0,0
22.87461709976196,0,0,0,0.1034960746765137,0,0,0,0,0
22.96495413780212,50,0,0,0.09033703804016113,1,0,0,0,0
23.05257511138916,0,0,0,0.08762097358703613,0,0,0,0,0
23.13951206207276,50,0,0,0.08693695068359375,1,0,0,0,0
23.22972011566162,50,0,0,0.09020805358886719,1,0,0,0,0
23.32276320457459,50,0,0,0.09304308891296387,1,0,0,0,0
23.40679812431336,0,0,0,0.08403491973876953,0,0,0,0,0
23.49284505844116,50,0,0,0.08604693412780762,1,0,0,0,0
23.5812201499939,50,0,0,0.08837509155273438,1,0,0,0,0
23.66250205039978,0,0,0,0.08128190040588379,0,0,0,0,0
23.76991105079651,50,0,0,0.1074090003967285,1,0,0,0,0
23.86693620681763,50,0,0,0.09702515602111816,1,0,0,0,0
23.94983100891114,0,0,0,0.08289480209350586,0,0,0,0,0
24.04054117202759,50,0,0,0.09071016311645508,1,0,0,0,0
24.13124203681946,50,0,0,0.09070086479187012,1,0,0,0,0
24.22279310226441,50,0,0,0.09155106544494629,1,0,0,0,0
24.30526804924011,0,0,0,0.08247494697570801,0,0,0,0,0
24.39014410972595,50,0,0,0.08487606048583984,1,0,0,0,0
24.47373819351196,0,0,0,0.08359408378601074,0,0,0,0,0
24.56293511390686,0,0,0,0.08919692039489746,0,0,0,0,0
24.65076422691345,0,0,0,0.0878291130065918,0,0,0,0,0
24.73285222053528,0,0,0,0.08208799362182617,0,0,0,0,0
24.82373523712158,0,0,0,0.09088301658630371,0,0,0,0,0
24.90519309043885,0,0,0,0.08145785331726074,0,0,0,0,0
24.9949312210083,0,0,0,0.08973813056945801,0,0,0,0,0
25.08106708526611,0,0,0,0.0861358642578125,0,0,0,0,0
25.16318202018738,0,0,0,0.08211493492126465,0,0,0,0,0
25.24462509155274,0,0,0,0.08144307136535645,0,0,0,0,0
25.3325080871582,0,0,0,0.08788299560546875,0,0,0,0,0
25.41406512260437,0,0,0,0.08155703544616699,0,0,0,0,0
25.49492502212525,0,0,0,0.08085989952087402,0,0,0,0,0
25.57695007324219,0,0,0,0.08202505111694336,0,0,0,0,0
25.66054201126099,0,0,0,0.08359193801879883,0,0,0,0,0
25.74952101707459,0,0,0,0.08897900581359863,0,0,0,0,0
25.83137917518616,0,0,0,0.08185815811157227,0,0,0,0,0
25.91378808021545,0,0,0,0.08240890502929688,0,0,0,0,0
25.99352216720581,0,0,0,0.07973408699035645,0,0,0,0,0
26.09686517715454,0,0,0,0.1033430099487305,0,0,0,0,0
26.1991810798645,0,0,0,0.1023159027099609,0,0,0,0,0
26.28283715248108,0,0,0,0.08365607261657715,0,0,0,0,0
26.36462211608887,0,0,0,0.08178496360778809,0,0,0,0,0
26.44862318038941,0,0,0,0.08400106430053711,0,0,0,0,0
26.53392314910889,0,0,0,0.08529996871948242,0,0,0,0,0
26.61774015426636,0,0,0,0.0838170051574707,0,0,0,0,0
26.70086312294007,0,0,0,0.08312296867370605,0,0,0,0,0
26.7898120880127,0,0,0,0.08894896507263184,0,0,0,0,0
26.87327218055725,0,0,0,0.08346009254455566,0,0,0,0,0
26.95734810829163,0,0,0,0.084075927734375,0,0,0,0,0
27.0451831817627,0,0,0,0.08783507347106934,0,0,0,0,0
27.12671709060669,0,0,0,0.08153390884399414,0,0,0,0,0
27.21190118789673,0,0,0,0.08518409729003906,0,0,0,0,0
27.29483318328858,0,0,0,0.0829319953918457,0,0,0,0,0
27.37907409667969,0,0,0,0.08424091339111328,0,0,0,0,0
27.46213412284851,0,0,0,0.08306002616882324,0,0,0,0,0
27.54327607154846,0,0,0,0.08114194869995117,0,0,0,0,0
27.6236310005188,0,0,0,0.08035492897033691,0,0,0,0,0
27.70356321334839,0,0,0,0.07993221282958984,0,0,0,0,0
27.79344916343689,0,0,0,0.08988595008850098,0,0,0,0,0
27.87405204772949,0,0,0,0.08060288429260254,0,0,0,0,0
27.9577910900116,0,0,0,0.08373904228210449,0,0,0,0,0
28.04273509979248,0,0,0,0.08494400978088379,0,0,0,0,0
28.13300919532776,0,0,0,0.09027409553527832,0,0,0,0,0
28.21273922920227,0,0,0,0.07973003387451172,0,0,0,0,0
28.29789519309998,0,0,0,0.08515596389770508,0,0,0,0,0
28.38071203231812,0,0,0,0.08281683921813965,0,0,0,0,0
28.46204400062561,0,0,0,0.08133196830749512,0,0,0,0,0
28.5501971244812,0,0,0,0.08815312385559082,0,0,0,0,0
28.63253808021545,0,0,0,0.08234095573425293,0,0,0,0,0
28.71887302398682,50,0,0,0.0863349437713623,1,0,0,0,0
28.80391120910645,50,0,0,0.08503818511962891,1,0,0,0,0
28.88743114471436,50,0,0,0.08351993560791016,1,0,0,0,0
28.98143005371094,50,0,0,0.09399890899658203,1,0,0,0,0
29.07492899894715,50,0,0,0.09349894523620605,1,0,0,0,0
29.16481113433838,50,0,0,0.08988213539123535,1,0,0,0,0
29.2932710647583,50,0,0,0.1284599304199219,1,0,0,0,0
29.41984105110169,50,0,0,0.1265699863433838,1,0,0,0,0
29.52797508239746,50,0,0,0.1081340312957764,1,0,0,0,0
29.64059615135193,50,0,0,0.1126210689544678,1,0,0,0,0
29.75858616828919,50,0,0,0.1179900169372559,1,0,0,0,0
29.86738204956055,50,0,0,0.1087958812713623,1,0,0,0,0
29.97084403038025,50,0,0,0.1034619808197021,1,0,0,0,0
30.07864618301392,50,0,0,0.107802152633667,1,0,0,0,0
30.19069504737854,50,0,0,0.112048864364624,1,0,0,0,0
30.29458522796631,50,0,0,0.1038901805877686,1,0,0,0,0
30.4040322303772,50,0,0,0.1094470024108887,1,0,0,0,0
30.50737023353577,50,0,0,0.1033380031585693,1,0,0,0,0
30.61739921569824,50,0,0,0.1100289821624756,1,0,0,0,0
30.71722722053528,50,0,0,0.09982800483703613,1,0,0,0,0
30.80682802200318,50,0,0,0.08960080146789551,1,0,0,0,0
30.89715600013733,50,0,0,0.09032797813415527,1,0,0,0,0
30.98945212364197,50,0,0,0.09229612350463867,1,0,0,0,0
31.08054304122925,50,0,0,0.09109091758728027,1,0,0,0,0
31.17295718193054,50,0,0,0.09241414070129395,1,0,0,0,0
31.2601261138916,50,0,0,0.08716893196105957,1,0,0,0,0
31.35574817657471,50,0,0,0.09562206268310547,1,0,0,0,0
31.44462323188782,50,0,0,0.08887505531311035,1,0,0,0,0
31.53248405456543,50,0,0,0.0878608226776123,1,0,0,0,0
31.61864304542542,50,0,0,0.08615899085998535,1,0,0,0,0
31.70974016189575,50,0,0,0.09109711647033691,1,0,0,0,0
31.81121706962585,50,0,0,0.1014769077301025,1,0,0,0,0
31.89880013465881,50,50,0,0.08758306503295898,1,0,0,1,0
31.98918223381042,0,50,0,0.09038209915161133,0,0,0,1,0
32.08337807655335,0,50,0,0.09419584274291992,0,0,0,1,0
32.18127107620239,0,50,0,0.09789299964904785,0,0,0,1,0
32.27257919311524,0,50,0,0.0913081169128418,0,0,0,1,0
32.35785603523254,0,50,0,0.08527684211730957,0,0,0,1,0
32.44727206230164,0,50,0,0.0894160270690918,0,0,0,1,0
32.53508520126343,0,50,0,0.08781313896179199,0,0,0,1,0
32.62703704833985,0,50,0,0.09195184707641602,0,0,0,1,0
32.71584916114807,0,50,0,0.08881211280822754,0,0,0,1,0
32.80502915382385,0,50,0,0.08917999267578125,0,0,0,1,0
32.89333510398865,0,50,0,0.08830595016479492,0,0,0,1,0
32.98860907554626,0,50,0,0.09527397155761719,0,0,0,1,0
33.0812680721283,0,0,1,0.09265899658203125,0,50,0,0,0
33.16796922683716,0,0,1,0.0867011547088623,0,50,0,0,0
33.26215720176697,0,0,1,0.09418797492980957,0,50,0,0,0
33.35524320602417,0,0,1,0.09308600425720215,0,50,0,0,0
33.44782400131226,0,0,1,0.09258079528808594,0,50,0,0,0
33.53719115257263,0,0,1,0.08936715126037598,0,50,0,0,0
33.6269211769104,0,0,1,0.08973002433776855,0,50,0,0,0
33.71706700325012,0,0,1,0.09014582633972168,0,50,0,0,0
33.80932521820069,0,0,1,0.09225821495056152,0,50,0,0,0
33.89961719512939,0,0,1,0.09029197692871094,0,50,0,0,0
33.98759317398071,0,0,1,0.08797597885131836,0,50,0,0,0
34.08100605010986,0,0,1,0.09341287612915039,0,50,0,0,0
34.17876100540161,50,0,1,0.09775495529174805,1,50,0,0,0
34.27106213569641,50,0,0,0.0923011302947998,1,0,0,0,0
34.36013102531433,50,0,0,0.08906888961791992,1,0,0,0,0
34.45068621635437,50,0,0,0.09055519104003906,1,0,0,0,0
34.53905510902405,50,0,0,0.08836889266967773,1,0,0,0,0
34.63776302337647,50,0,0,0.09870791435241699,1,0,0,0,0
34.72400617599487,50,0,0,0.0862431526184082,1,0,0,0,0
34.81490111351013,50,0,0,0.09089493751525879,1,0,0,0,0
34.91499304771423,50,0,0,0.1000919342041016,1,0,0,0,0
35.0076642036438,50,0,0,0.09267115592956543,1,0,0,0,0
35.09940719604492,50,50,0,0.09174299240112305,1,0,0,1,0
35.19136905670166,0,50,0,0.09196186065673828,0,0,0,1,0
35.28258705139161,0,50,0,0.09121799468994141,0,0,0,1,0
35.37778210639954,0,50,0,0.09519505500793457,0,0,0,1,0
35.46467208862305,0,50,0,0.08688998222351074,0,0,0,1,0
35.5558660030365,0,50,0,0.09119391441345215,0,0,0,1,0
35.64871716499329,0,50,0,0.09285116195678711,0,0,0,1,0
35.73376822471619,0,50,0,0.08505105972290039,0,0,0,1,0
35.82947707176209,0,50,1,0.09570884704589844,0,50,0,1,0
35.92062306404114,0,0,1,0.09114599227905273,0,50,0,0,0
36.01001501083374,0,0,1,0.08939194679260254,0,50,0,0,0
36.10364413261414,0,0,1,0.09362912178039551,0,50,0,0,0
36.20355415344239,0,0,1,0.09991002082824707,0,50,0,0,0
36.29503512382508,0,0,1,0.09148097038269043,0,50,0,0,0
36.38510322570801,0,50,0,0.09006810188293457,0,0,0,1,0
36.48934507369995,0,50,0,0.1042418479919434,0,0,0,1,0
36.59720921516419,0,50,0,0.1078641414642334,0,0,0,1,0
36.68885207176209,0,50,0,0.09164285659790039,0,0,0,1,0
36.77886915206909,0,0,1,0.09001708030700684,0,50,0,0,0
36.86654400825501,0,0,1,0.08767485618591309,0,50,0,0,0
36.96271800994873,0,0,1,0.09617400169372559,0,50,0,0,0
37.05145502090454,0,0,1,0.08873701095581055,0,50,0,0,0
37.14388704299927,0,50,1,0.09243202209472656,0,50,0,1,0
37.239981174469,0,50,0,0.09609413146972656,0,0,0,1,0
37.32383608818054,0,0,0,0.08385491371154785,0,0,0,0,0
37.41171908378601,0,0,0,0.08788299560546875,0,0,0,0,0
